source_artifact,schema_version,method,seed,run_segment,global_step,wall_time_seconds,selected_candidate_id,selected_k,selected_event_rank,selected_source,selected_modules,selected_module_count,rank_increments,pre_total_active_rank,post_total_active_rank,total_active_rank,pre_active_parameter_count,post_active_parameter_count,active_model_parameter_count,runtime_trainable_parameter_count,target_active_parameter_count,budget_used,remaining_hard_budget,zero_rank_patience,zero_growth,allocation_stopped,stop_reason
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,200,186.24985137400017,candidate_000,5,5,calibrated_greedy_anchor,"[""deberta.encoder.layer.5.intermediate.dense"",""deberta.encoder.layer.8.attention.self.value_proj"",""deberta.encoder.layer.9.attention.output.dense"",""deberta.encoder.layer.9.intermediate.dense"",""deberta.encoder.layer.10.attention.output.dense""]",5,"{""deberta.encoder.layer.10.attention.output.dense"":1,""deberta.encoder.layer.5.intermediate.dense"":1,""deberta.encoder.layer.8.attention.self.value_proj"":1,""deberta.encoder.layer.9.attention.output.dense"":1,""deberta.encoder.layer.9.intermediate.dense"":1}",72,77,77,758090,770383,770383,936271,868607,770383,98224,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,300,287.74054733400044,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.9.attention.output.dense""]",1,"{""deberta.encoder.layer.9.attention.output.dense"":1}",77,78,78,770383,771920,771920,937808,868607,771920,96687,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,400,391.9427682080004,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.6.attention.self.key_proj""]",1,"{""deberta.encoder.layer.6.attention.self.key_proj"":1}",78,79,79,771920,773457,773457,939345,868607,773457,95150,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,500,493.6615230719999,candidate_005,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.7.intermediate.dense""]",1,"{""deberta.encoder.layer.7.intermediate.dense"":1}",79,80,80,773457,777298,777298,943186,868607,777298,91309,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,600,593.4023707269998,candidate_001,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.6.attention.output.dense""]",1,"{""deberta.encoder.layer.6.attention.output.dense"":1}",80,81,81,777298,778835,778835,944723,868607,778835,89772,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,700,697.6184196739996,candidate_002,5,5,calibrated_global_ga,"[""deberta.encoder.layer.3.output.dense"",""deberta.encoder.layer.4.output.dense"",""deberta.encoder.layer.6.attention.output.dense"",""deberta.encoder.layer.10.output.dense"",""deberta.encoder.layer.11.intermediate.dense""]",5,"{""deberta.encoder.layer.10.output.dense"":1,""deberta.encoder.layer.11.intermediate.dense"":1,""deberta.encoder.layer.3.output.dense"":1,""deberta.encoder.layer.4.output.dense"":1,""deberta.encoder.layer.6.attention.output.dense"":1}",81,86,86,778835,795736,795736,961624,868607,795736,72871,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,800,798.3761323190001,candidate_001,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.2.intermediate.dense""]",1,"{""deberta.encoder.layer.2.intermediate.dense"":1}",86,87,87,795736,799577,799577,965465,868607,799577,69030,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,900,902.5417846460005,candidate_006,0,0,calibrated_zero_rank,[],0,{},87,87,87,799577,799577,799577,965465,868607,799577,69030,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1000,1005.4640539809998,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.11.attention.output.dense""]",1,"{""deberta.encoder.layer.11.attention.output.dense"":1}",87,88,88,799577,801114,801114,967002,868607,801114,67493,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1100,1109.4239066549999,candidate_001,2,2,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.5.attention.output.dense"",""deberta.encoder.layer.6.intermediate.dense""]",2,"{""deberta.encoder.layer.5.attention.output.dense"":1,""deberta.encoder.layer.6.intermediate.dense"":1}",88,90,90,801114,806492,806492,972380,868607,806492,62115,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1200,1212.9907381880003,candidate_005,5,5,calibrated_global_ga,"[""deberta.encoder.layer.2.attention.output.dense"",""deberta.encoder.layer.4.attention.output.dense"",""deberta.encoder.layer.5.attention.output.dense"",""deberta.encoder.layer.7.attention.self.value_proj"",""deberta.encoder.layer.8.intermediate.dense""]",5,"{""deberta.encoder.layer.2.attention.output.dense"":1,""deberta.encoder.layer.4.attention.output.dense"":1,""deberta.encoder.layer.5.attention.output.dense"":1,""deberta.encoder.layer.7.attention.self.value_proj"":1,""deberta.encoder.layer.8.intermediate.dense"":1}",90,95,95,806492,816481,816481,982369,868607,816481,52126,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1300,1315.4087185380004,candidate_001,2,2,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.1.intermediate.dense"",""deberta.encoder.layer.6.attention.self.value_proj""]",2,"{""deberta.encoder.layer.1.intermediate.dense"":1,""deberta.encoder.layer.6.attention.self.value_proj"":1}",95,97,97,816481,821859,821859,987747,868607,821859,46748,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1400,1415.3586830659997,candidate_000,5,5,calibrated_greedy_anchor,"[""deberta.encoder.layer.0.attention.self.value_proj"",""deberta.encoder.layer.3.intermediate.dense"",""deberta.encoder.layer.5.intermediate.dense"",""deberta.encoder.layer.7.attention.output.dense"",""deberta.encoder.layer.7.intermediate.dense""]",5,"{""deberta.encoder.layer.0.attention.self.value_proj"":1,""deberta.encoder.layer.3.intermediate.dense"":1,""deberta.encoder.layer.5.intermediate.dense"":1,""deberta.encoder.layer.7.attention.output.dense"":1,""deberta.encoder.layer.7.intermediate.dense"":1}",97,102,102,821859,836456,836456,1002344,868607,836456,32151,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1500,1514.528217008,candidate_006,0,0,calibrated_zero_rank,[],0,{},102,102,102,836456,836456,836456,1002344,868607,836456,32151,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1600,1616.4129149769997,candidate_002,5,5,calibrated_global_ga,"[""deberta.encoder.layer.1.intermediate.dense"",""deberta.encoder.layer.2.intermediate.dense"",""deberta.encoder.layer.3.output.dense"",""deberta.encoder.layer.5.attention.output.dense"",""deberta.encoder.layer.11.output.dense""]",5,"{""deberta.encoder.layer.1.intermediate.dense"":1,""deberta.encoder.layer.11.output.dense"":1,""deberta.encoder.layer.2.intermediate.dense"":1,""deberta.encoder.layer.3.output.dense"":1,""deberta.encoder.layer.5.attention.output.dense"":1}",102,107,107,836456,853357,853357,1019245,868607,853357,15250,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1700,1695.615430103,,0,0,allocation_stopped_consolidation,[],0,{},107,107,107,853357,853357,853357,853357,868607,853357,15250,0,true,true,minimum_consolidation_window
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1800,1770.452446102,,0,0,allocation_stopped_consolidation,[],0,{},107,107,107,853357,853357,853357,853357,868607,853357,15250,0,true,true,minimum_consolidation_window
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed41_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,41,0,1900,1848.2074815160004,,0,0,allocation_stopped_consolidation,[],0,{},107,107,107,853357,853357,853357,853357,868607,853357,15250,0,true,true,minimum_consolidation_window
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,200,187.64842321000015,candidate_006,0,0,calibrated_zero_rank,[],0,{},72,72,72,758090,758090,758090,923978,883767,758090,125677,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,300,293.0669973889999,candidate_006,0,0,calibrated_zero_rank,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,400,370.75645180599986,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,500,448.23442805300056,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,600,528.635077422,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,700,606.5905651879993,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,800,683.2512663059997,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,900,764.297408125999,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1000,841.9282577559998,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1100,918.4007724270004,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1200,998.1062547419997,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1300,1078.2647051960002,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1400,1155.9212556510001,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1500,1235.550824982999,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1600,1315.4916622279989,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1700,1391.9798138439992,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1800,1470.4423758090006,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1900,1551.3688517990004,,0,0,allocation_stopped_consolidation,[],0,{},72,72,72,758090,758090,758090,758090,883767,758090,125677,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,200,190.7274038989999,candidate_005,2,2,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.8.attention.self.value_proj"",""deberta.encoder.layer.10.intermediate.dense""]",2,"{""deberta.encoder.layer.10.intermediate.dense"":1,""deberta.encoder.layer.8.attention.self.value_proj"":1}",72,74,74,758090,763468,763468,929356,879435,763468,115967,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,300,294.49221433599996,candidate_005,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.5.intermediate.dense""]",1,"{""deberta.encoder.layer.5.intermediate.dense"":1}",74,75,75,763468,767309,767309,933197,879435,767309,112126,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,400,398.67412387900004,candidate_004,3,3,calibrated_global_ga,"[""deberta.encoder.layer.0.attention.self.value_proj"",""deberta.encoder.layer.6.attention.self.value_proj"",""deberta.encoder.layer.8.attention.self.value_proj""]",3,"{""deberta.encoder.layer.0.attention.self.value_proj"":1,""deberta.encoder.layer.6.attention.self.value_proj"":1,""deberta.encoder.layer.8.attention.self.value_proj"":1}",75,78,78,767309,771920,771920,937808,879435,771920,107515,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,500,504.530197985001,candidate_006,0,0,calibrated_zero_rank,[],0,{},78,78,78,771920,771920,771920,937808,879435,771920,107515,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,600,609.2429464720008,candidate_001,2,2,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.7.attention.self.value_proj"",""deberta.encoder.layer.8.intermediate.dense""]",2,"{""deberta.encoder.layer.7.attention.self.value_proj"":1,""deberta.encoder.layer.8.intermediate.dense"":1}",78,80,80,771920,777298,777298,943186,879435,777298,102137,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,700,712.7253387729997,candidate_001,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.9.intermediate.dense""]",1,"{""deberta.encoder.layer.9.intermediate.dense"":1}",80,81,81,777298,781139,781139,947027,879435,781139,98296,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,800,814.9545331080008,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.6.attention.self.value_proj""]",1,"{""deberta.encoder.layer.6.attention.self.value_proj"":1}",81,82,82,781139,782676,782676,948564,879435,782676,96759,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,900,921.1227553360004,candidate_001,2,2,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.4.intermediate.dense"",""deberta.encoder.layer.5.attention.output.dense""]",2,"{""deberta.encoder.layer.4.intermediate.dense"":1,""deberta.encoder.layer.5.attention.output.dense"":1}",82,84,84,782676,788054,788054,953942,879435,788054,91381,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1000,1022.7910541550009,candidate_002,5,5,calibrated_global_ga,"[""deberta.encoder.layer.4.output.dense"",""deberta.encoder.layer.6.output.dense"",""deberta.encoder.layer.7.attention.self.value_proj"",""deberta.encoder.layer.7.intermediate.dense"",""deberta.encoder.layer.8.output.dense""]",5,"{""deberta.encoder.layer.4.output.dense"":1,""deberta.encoder.layer.6.output.dense"":1,""deberta.encoder.layer.7.attention.self.value_proj"":1,""deberta.encoder.layer.7.intermediate.dense"":1,""deberta.encoder.layer.8.output.dense"":1}",84,89,89,788054,804955,804955,970843,879435,804955,74480,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1100,1129.1785213580006,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.7.attention.self.value_proj""]",1,"{""deberta.encoder.layer.7.attention.self.value_proj"":1}",89,90,90,804955,806492,806492,972380,879435,806492,72943,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1200,1234.8303875729998,candidate_006,0,0,calibrated_zero_rank,[],0,{},90,90,90,806492,806492,806492,972380,879435,806492,72943,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1300,1343.0386963370001,candidate_006,0,0,calibrated_zero_rank,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1400,1423.7519285899998,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1500,1501.3335563400015,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1600,1579.7523594800005,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1700,1660.7903619490007,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1800,1738.8396643550004,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,1900,1817.441480304,,0,0,allocation_stopped_consolidation,[],0,{},90,90,90,806492,806492,806492,806492,879435,806492,72943,2,true,true,zero_rank_patience_exhausted
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,200,188.55298370499986,candidate_002,5,5,calibrated_global_ga,"[""deberta.encoder.layer.0.attention.self.key_proj"",""deberta.encoder.layer.1.output.dense"",""deberta.encoder.layer.3.attention.self.key_proj"",""deberta.encoder.layer.7.attention.self.query_proj"",""deberta.encoder.layer.11.output.dense""]",5,"{""deberta.encoder.layer.0.attention.self.key_proj"":1,""deberta.encoder.layer.1.output.dense"":1,""deberta.encoder.layer.11.output.dense"":1,""deberta.encoder.layer.3.attention.self.key_proj"":1,""deberta.encoder.layer.7.attention.self.query_proj"":1}",72,77,77,758090,770383,770383,936271,879435,770383,109052,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,300,296.8629034450005,candidate_004,3,3,calibrated_global_ga,"[""deberta.encoder.layer.3.attention.self.key_proj"",""deberta.encoder.layer.6.intermediate.dense"",""deberta.encoder.layer.10.attention.self.value_proj""]",3,"{""deberta.encoder.layer.10.attention.self.value_proj"":1,""deberta.encoder.layer.3.attention.self.key_proj"":1,""deberta.encoder.layer.6.intermediate.dense"":1}",77,80,80,770383,777298,777298,943186,879435,777298,102137,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,400,399.45945131900044,candidate_004,3,3,calibrated_global_ga,"[""deberta.encoder.layer.4.attention.self.query_proj"",""deberta.encoder.layer.5.intermediate.dense"",""deberta.encoder.layer.6.attention.self.value_proj""]",3,"{""deberta.encoder.layer.4.attention.self.query_proj"":1,""deberta.encoder.layer.5.intermediate.dense"":1,""deberta.encoder.layer.6.attention.self.value_proj"":1}",80,83,83,777298,784213,784213,950101,879435,784213,95222,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,500,509.43789717800064,candidate_002,5,5,calibrated_global_ga,"[""deberta.encoder.layer.1.output.dense"",""deberta.encoder.layer.4.attention.self.query_proj"",""deberta.encoder.layer.7.attention.self.key_proj"",""deberta.encoder.layer.7.output.dense"",""deberta.encoder.layer.11.output.dense""]",5,"{""deberta.encoder.layer.1.output.dense"":1,""deberta.encoder.layer.11.output.dense"":1,""deberta.encoder.layer.4.attention.self.query_proj"":1,""deberta.encoder.layer.7.attention.self.key_proj"":1,""deberta.encoder.layer.7.output.dense"":1}",83,88,88,784213,798810,798810,964698,879435,798810,80625,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,600,613.8220518510007,candidate_000,5,5,calibrated_greedy_anchor,"[""deberta.encoder.layer.5.attention.output.dense"",""deberta.encoder.layer.6.attention.output.dense"",""deberta.encoder.layer.7.attention.output.dense"",""deberta.encoder.layer.7.intermediate.dense"",""deberta.encoder.layer.9.intermediate.dense""]",5,"{""deberta.encoder.layer.5.attention.output.dense"":1,""deberta.encoder.layer.6.attention.output.dense"":1,""deberta.encoder.layer.7.attention.output.dense"":1,""deberta.encoder.layer.7.intermediate.dense"":1,""deberta.encoder.layer.9.intermediate.dense"":1}",88,93,93,798810,811103,811103,976991,879435,811103,68332,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,700,720.472477450001,candidate_006,0,0,calibrated_zero_rank,[],0,{},93,93,93,811103,811103,811103,976991,879435,811103,68332,1,true,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,800,827.2030935620005,candidate_003,1,1,calibrated_greedy_neighborhood,"[""deberta.encoder.layer.11.attention.output.dense""]",1,"{""deberta.encoder.layer.11.attention.output.dense"":1}",93,94,94,811103,812640,812640,978528,879435,812640,66795,0,false,false,
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed44_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,44,0,900,933.0779362680005,candidate_006,0,0,calibrated_zero_rank,[],0,{},94,94,94,812640,812640,812640,978528,879435,812640,66795,1,true,false,
