source_artifact,schema_version,method,seed,run_segment,global_step,wall_time_seconds,state_role,split,accuracy,loss,total_active_rank,active_model_parameter_count,runtime_trainable_parameter_count,full_model_parameter_count,checkpoint,metrics
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1400,1154.213908318,training_trajectory_evaluation,validation,0.8375451263537906,1.0944204330444336,72,758090,758090,184755674,,"{""epoch"":17.95,""eval_accuracy"":0.8375451263537906,""eval_loss"":1.0944204330444336,""eval_runtime"":5.2925,""eval_samples_per_second"":52.339}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1500,1233.896064599,training_trajectory_evaluation,validation,0.8411552346570397,1.2143242359161377,72,758090,758090,184755674,,"{""epoch"":19.23,""eval_accuracy"":0.8411552346570397,""eval_loss"":1.2143242359161377,""eval_runtime"":5.8053,""eval_samples_per_second"":47.715}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1600,1313.912096342,training_trajectory_evaluation,validation,0.8483754512635379,1.308729648590088,72,758090,758090,184755674,,"{""epoch"":20.51,""eval_accuracy"":0.8483754512635379,""eval_loss"":1.308729648590088,""eval_runtime"":5.2501,""eval_samples_per_second"":52.761}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1700,1390.3998386579997,training_trajectory_evaluation,validation,0.8411552346570397,1.3506215810775757,72,758090,758090,184755674,,"{""epoch"":21.79,""eval_accuracy"":0.8411552346570397,""eval_loss"":1.3506215810775757,""eval_runtime"":5.1903,""eval_samples_per_second"":53.368}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1800,1468.815442602,training_trajectory_evaluation,validation,0.8483754512635379,1.2847237586975098,72,758090,758090,184755674,,"{""epoch"":23.08,""eval_accuracy"":0.8483754512635379,""eval_loss"":1.2847237586975098,""eval_runtime"":5.4984,""eval_samples_per_second"":50.378}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1900,1549.694002461999,training_trajectory_evaluation,validation,0.855595667870036,1.220658779144287,72,758090,758090,184755674,,"{""epoch"":24.36,""eval_accuracy"":0.855595667870036,""eval_loss"":1.220658779144287,""eval_runtime"":4.2549,""eval_samples_per_second"":65.101}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,42,0,1950,1596.933491494,selected_best_checkpoint_evaluation,validation,0.8736462093862816,0.5880759954452515,72,758090,758090,184755674,./output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed42_budget0.94/model/checkpoint-700,"{""epoch"":25.0,""eval_accuracy"":0.8736462093862816,""eval_loss"":0.5880759954452515,""eval_mem_cpu_alloc_delta"":67272,""eval_mem_cpu_peaked_delta"":1891366,""eval_mem_gpu_alloc_delta"":0,""eval_mem_gpu_peaked_delta"":209138688,""eval_runtime"":5.6562,""eval_samples_per_second"":48.972}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,100,83.78449892800018,training_trajectory_evaluation,validation,0.5270758122743683,0.6894182562828064,72,758090,923978,184755674,,"{""epoch"":1.28,""eval_accuracy"":0.5270758122743683,""eval_loss"":0.6894182562828064,""eval_runtime"":5.7022,""eval_samples_per_second"":48.578}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,200,169.83990809399984,training_trajectory_evaluation,validation,0.8122743682310469,0.48133987188339233,72,758090,923978,184755674,,"{""epoch"":2.56,""eval_accuracy"":0.8122743682310469,""eval_loss"":0.48133987188339233,""eval_runtime"":5.5161,""eval_samples_per_second"":50.217}"
NLU/output/glue/rte_allocator/genetic_budgeted_calibrated/ali_last_seed43_budget0.94/telemetry.jsonl,rank_telemetry.v1,genetic_budgeted_calibrated,43,0,300,271.3176210140009,training_trajectory_evaluation,validation,0.851985559566787,0.40260541439056396,74,763468,929356,184761052,,"{""epoch"":3.85,""eval_accuracy"":0.851985559566787,""eval_loss"":0.40260541439056396,""eval_runtime"":3.8203,""eval_samples_per_second"":72.508}"
